Código;Nome;Turmas;Discentes;Cancelamentos;Reprovações Média;Reprovações Nota;Reprovações Falta;Reprovações Média e Falta;Reprovações Nota e Falta;Trancamentos;Total Insucesso;Semestre;Departamento;Curso
FGA0232;INTEGRAÇÃO E TESTES;1;5;0;1;0;0;0;0;2;3;2024-2;FGA;Automotiva
MAT0031;INTRODUCAO A ALGEBRALINEAR;6;14;2;2;0;2;0;0;2;8;2024-2;MAT;Automotiva
FIL0165;INTRODUÇÃO À HISTÓRIADA FILOSOFIA;1;1;1;0;0;0;0;0;0;1;2024-2;FIL;Automotiva
FGA0285;INTRODUÇÃO À MECÂNICADA FRATURA;1;4;0;0;0;0;0;0;0;0;2024-2;FGA;Automotiva
ENC0035;INTRODUÇÃO À MECÂNICADOS SÓLIDOS;1;1;0;0;0;0;0;0;0;0;2024-2;ENC;Automotiva
FGA0155;INTRODUÇÃO AO DESIGN ECONCEPÇÃO DE VEÍCULOS;1;6;0;1;0;1;0;0;1;3;2024-2;FGA;Automotiva
PPB0014;INTRODUÇÃO ÀPSICOLOGIA;1;1;0;0;0;0;0;0;1;1;2024-2;PPB;Automotiva
FGA0087;LABORATÓRIO DEELETRICIDADE APLICADA;3;4;0;0;0;1;0;0;0;1;2024-2;FGA;Automotiva
FGA0075;"LABORATÓRIO DE
MATERIAIS DE 
CONSTRUÇÃO";5;7;1;0;0;1;0;0;0;2;2024-2;FGA;Automotiva
FGA0107;"LABORATÓRIO DE
ONDULATÓRIA E FÍSICA TÉRMICA PARA A 
ENGENHARIA";1;2;0;0;0;0;0;0;0;0;2024-2;FGA;Automotiva
FGA0191;MATERIAIS COMPOSTOS EPLÁSTICOS;1;7;1;1;0;0;0;0;0;2;2024-2;FGA;Automotiva
FGA0154;MECANICA DOS SÓLIDOS 1PARA ENGENHARIA;3;13;2;6;0;2;0;0;0;10;2024-2;FGA;Automotiva
FGA0179;MECANICA DOS SÓLIDOS 2PARA ENGENHARIA;1;13;0;9;0;0;0;0;0;9;2024-2;FGA;Automotiva
FGA0188;MÉTODOS EXPERIMENTAISPARA ENGENHARIA;1;10;1;3;0;2;0;0;2;8;2024-2;FGA;Automotiva
FGA0160;MÉTODOS NUMÉRICOSPARA ENGENHARIA;1;4;0;0;0;0;0;0;0;0;2024-2;FGA;Automotiva
FGA0090;"ONDULATÓRIA E FÍSICATÉRMICA PARA 
ENGENHARIA";1;4;0;1;0;1;0;0;0;2;2024-2;FGA;Automotiva
FGA0069;PRÁTICA DE CIRCUITOSELETRÔNICOS 1;3;4;0;0;0;1;0;0;0;1;2024-2;FGA;Automotiva
FGA0120;PRÁTICA DEELETROMAGNETISMO;2;2;0;1;0;0;0;0;0;1;2024-2;FGA;Automotiva
EST0023;PROBABILIDADE EESTATÍSTICA;2;2;0;2;0;0;0;0;0;2;2024-2;EST;Automotiva
FGA0157;"PROBABILIDADE E
ESTATÍSTICA APLICADO A ENGENHARIA";2;7;1;0;0;0;0;0;0;1;2024-2;FGA;Automotiva
FGA0190;PROJETO DE ELEMENTOSAUTOMOTIVOS;1;3;0;0;0;0;0;0;0;0;2024-2;FGA;Automotiva
FGA0267;PROJETO DE ESTRUTURASDE VEICULOS;1;8;1;0;0;0;0;0;0;1;2024-2;FGA;Automotiva
FGA0228;PROJETO DE SISTEMASAUTOMOTIVOS;1;11;0;3;0;0;0;0;0;3;2024-2;FGA;Automotiva
FGA0150;PROJETO INTEGRADOR DEENGENHARIA 1;3;9;0;0;0;0;0;0;1;1;2024-2;FGA;Automotiva
FGA0250;PROJETO INTEGRADOR DEENGENHARIA 2;1;8;0;0;0;0;0;0;0;0;2024-2;FGA;Automotiva
CEM0051 ;PROMOÇÃO DA SAÚDE 3;1;10;0;2;0;0;0;0;1;3;2024-2;CEM;Automotiva
TEF0011;PSICOLOGIA DAEDUCAÇÃO;1;1;0;0;0;0;0;0;0;0;2024-2;TEF;Automotiva
PCL0015;PSICOLOGIA DAPERSONALIDADE 1;1;1;0;0;0;0;0;0;0;0;2024-2;PCL;Automotiva
IQD0126;QUIMICA GERALEXPERIMENTAL;7;14;1;2;0;1;0;0;3;7;2024-2;IQD;Automotiva
IQD0125;QUIMICA GERAL TEORICA;4;9;1;5;0;0;0;0;2;8;2024-2;IQD;Automotiva
FGA0104;QUÍMICA ORGÂNICAAPLICADA À ENGENHARIA;1;2;0;1;0;0;0;0;0;1;2024-2;FGA;Automotiva
FGA0167;SISTEMAS AUTOMOTIVOS;1;5;0;0;0;1;0;0;0;1;2024-2;FGA;Automotiva
FGA0040;SISTEMAS DE CONTROLEAUTOMOTIVO;1;2;0;0;0;0;0;0;0;0;2024-2;FGA;Automotiva
FGA0270;SISTEMAS HIDRÁULICOS EPNEUMÁTICOS;1;3;0;0;0;0;0;0;0;0;2024-2;FGA;Automotiva
FGA0055;TECNOLOGIAS DEFABRICAÇÃO 1;1;6;0;0;0;0;0;0;1;1;2024-2;FGA;Automotiva
FGA0056;TECNOLOGIAS DEFABRICAÇÃO 2;1;6;0;0;0;0;0;0;0;0;2024-2;FGA;Automotiva
FGA0067;TEORIA DE CIRCUITOSELETRÔNICOS 1;2;13;0;3;0;4;0;0;1;8;2024-2;FGA;Automotiva
FGA0086;TEORIA DE ELETRICIDADEAPLICADA;2;8;0;3;0;1;0;0;0;4;2024-2;FGA;Automotiva
FGA0119;TEORIA DEELETROMAGNETISMO;1;2;0;1;0;0;0;0;0;1;2024-2;FGA;Automotiva
FGA0078;TEORIA DE MATERIAIS DECONSTRUÇÃO;2;12;1;7;0;1;0;0;0;9;2024-2;FGA;Automotiva
FGA0261;TÓPICOS ESPECIAIS EMELETRONICA;1;1;0;0;0;0;0;0;0;0;2024-2;FGA;Automotiva
FGA0214;TÓPICOS ESPECIAIS EMENGENHARIA AUTOMOTIVA;2;14;2;2;0;0;0;0;4;8;2024-2;FGA;Automotiva
DSC0172;"VIGILÂNCIA
EPIDEMIOLÓGICA 
PARTICIPATIVA";1;15;0;0;0;0;0;0;0;0;2024-2;DSC;Automotiva
FGA0266;ACÚSTICA E VIBRAÇÕESVEICULARES;1;4;0;0;0;1;0;0;0;1;2025-1;FGA;Automotiva
FGA0229;ANÁLISE ESTRUTURALMÉTODO DOS ELEMENTOS FINITOS;1;7;0;1;0;0;0;0;2;3;2025-1;FGA;Automotiva
FGA0194;"ARQUITETURA DE
MOTORES DE COMBUSTÃO INTERNA";1;2;0;0;0;1;0;0;0;1;2025-1;FGA;Automotiva
FDD0244;ATUALIZAÇÃO E PRÁTICADO DIREITO 3;1;1;0;1;0;0;0;0;0;1;2025-1;FDD;Automotiva
MAT0025;CÁLCULO 1;2;5;2;0;0;1;0;0;1;4;2025-1;MAT;Automotiva
MAT0026;CÁLCULO 2;5;15;2;5;0;0;0;0;1;8;2025-1;MAT;Automotiva
MAT0027;CÁLCULO 3;4;10;0;1;0;1;0;0;5;7;2025-1;MAT;Automotiva
FGA0168;"DESENHO INDUSTRIALASSISTIDO POR 
COMPUTADOR";1;1;0;1;0;0;0;0;0;1;2025-1;FGA;Automotiva
FGA0230;DINÂMICA DE VEÍCULOS;1;4;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
FGA0023;DINÂMICA DOSMECANISMOS;1;5;0;0;0;0;0;0;1;1;2025-1;FGA;Automotiva
FGA0226;ELETRÔNICA VEICULAR;1;9;0;3;0;0;0;0;0;3;2025-1;FGA;Automotiva
FGA0175;ENGENHARIA DEPETRÓLEO E GÁS;1;2;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
FGA0148;"ENGENHARIA DE
SEGURANÇA DO 
TRABALHO";2;7;1;0;0;1;0;0;1;3;2025-1;FGA;Automotiva
FGA0131;ENGENHARIA DESOFTWARE AUTOMOTIVO;1;1;0;0;0;0;0;0;1;1;2025-1;FGA;Automotiva
FGA0302;ENGENHARIA E AMBIENTE;2;5;0;0;0;1;0;0;0;1;2025-1;FGA;Automotiva
FGA0133;ENGENHARIA ECONÔMICA;2;5;0;0;0;0;0;0;1;1;2025-1;FGA;Automotiva
FGA0076;"EQUIPAMENTOS
TERMOFLUIDOS 
AUTOMOTIVOS";1;3;1;0;0;0;0;0;0;1;2025-1;FGA;Automotiva
FGA0152;ERGONOMIA DO PRODUTO;1;2;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
FGA0320;FELICIDADE;1;4;0;0;0;0;0;0;1;1;2025-1;FGA;Automotiva
ENM0080;FENOMENOS DETRANSPORTE;5;7;0;6;0;0;0;0;1;7;2025-1;ENM;Automotiva
IFD0171;FISICA 1;6;9;2;2;0;1;0;0;2;7;2025-1;IFD;Automotiva
IFD0173;FISICA 1 EXPERIMENTAL;4;4;0;1;0;1;0;0;0;2;2025-1;IFD;Automotiva
IFD0175;FISICA 2;2;2;0;0;0;0;0;0;0;0;2025-1;IFD;Automotiva
FGA0141;GESTÃO AMBIENTAL NOSETOR ENERGÉTICO;1;2;0;0;0;0;0;0;1;1;2025-1;FGA;Automotiva
FGA0307;GESTÃO DA PRODUÇÃO EQUALIDADE;1;3;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
FGA0164;HUMANIDADES ECIDADANIA;4;10;0;0;0;2;0;0;0;2;2025-1;FGA;Automotiva
FDD0004;INSTITUIÇÕES DE DIREITOPÚBLICO E PRIVADO;1;1;0;0;0;0;0;0;0;0;2025-1;FDD;Automotiva
FGA0232;INTEGRAÇÃO E TESTES;1;2;0;1;0;0;0;0;0;1;2025-1;FGA;Automotiva
MAT0031;INTRODUCAO A ALGEBRALINEAR;4;9;1;3;0;1;0;0;0;5;2025-1;MAT;Automotiva
POL0011;INTRODUÇÃO À CIÊNCIAPOLÍTICA;1;1;0;0;0;0;0;0;0;0;2025-1;POL;Automotiva
CCA0103;INTRODUÇÃO ÀCONTABILIDADE;2;2;0;1;0;0;0;0;0;1;2025-1;CCA;Automotiva
ECO0019;INTRODUÇÃO À ECONOMIA;3;3;0;0;0;0;0;0;1;1;2025-1;ECO;Automotiva
FGA0163;INTRODUÇÃO ÀENGENHARIA;1;1;0;1;0;0;0;0;0;1;2025-1;FGA;Automotiva
DAP0079;INTRODUÇÃO AFOTOGRAFIA;1;1;0;0;0;0;0;0;0;0;2025-1;DAP;Automotiva
FGA0285;INTRODUÇÃO À MECÂNICADA FRATURA;1;4;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
ENC0035;INTRODUÇÃO À MECÂNICADOS SÓLIDOS;1;1;0;1;0;0;0;0;0;1;2025-1;ENC;Automotiva
CDS0007;"INTRODUÇÃO AO
DESENVOLVIMENTO 
SUSTENTÁVEL";1;1;0;0;0;0;0;0;0;0;2025-1;CDS;Automotiva
FGA0077;INTRODUÇÃO AODESGASTE;1;3;0;1;0;0;0;0;0;1;2025-1;FGA;Automotiva
FGA0155;INTRODUÇÃO AO DESIGN ECONCEPÇÃO DE VEÍCULOS;1;6;2;0;0;1;0;0;2;5;2025-1;FGA;Automotiva
FGA0087;LABORATÓRIO DEELETRICIDADE APLICADA;2;4;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
FGA0075;"LABORATÓRIO DE
MATERIAIS DE 
CONSTRUÇÃO";1;1;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
FGA0107;"LABORATÓRIO DE
ONDULATÓRIA E FÍSICA TÉRMICA PARA A 
ENGENHARIA";1;1;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
LIP0174;LÍNGUA DE SINAISBRASILEIRA - BÁSICO;1;1;0;0;0;0;0;0;0;0;2025-1;LIP;Automotiva
FGA0191;MATERIAIS COMPOSTOS EPLÁSTICOS;1;5;0;0;0;1;0;0;1;2;2025-1;FGA;Automotiva
FGA0154;MECANICA DOS SÓLIDOS 1PARA ENGENHARIA;3;10;0;5;0;0;0;0;1;6;2025-1;FGA;Automotiva
FGA0179;MECANICA DOS SÓLIDOS 2PARA ENGENHARIA;1;9;2;3;0;0;0;0;0;5;2025-1;FGA;Automotiva
FGA0188;MÉTODOS EXPERIMENTAISPARA ENGENHARIA;1;7;1;2;0;0;0;0;1;4;2025-1;FGA;Automotiva
FGA0160;MÉTODOS NUMÉRICOSPARA ENGENHARIA;3;9;1;3;0;0;0;0;1;5;2025-1;FGA;Automotiva
FGA0090;"ONDULATÓRIA E FÍSICATÉRMICA PARA 
ENGENHARIA";1;9;0;2;0;2;0;0;1;5;2025-1;FGA;Automotiva
FGA0158;ORIENTAÇÃO A OBJETOS;2;1;0;0;0;0;0;0;1;1;2025-1;FGA;Automotiva
FGA0069;PRÁTICA DE CIRCUITOSELETRÔNICOS 1;3;12;2;0;0;4;0;0;2;8;2025-1;FGA;Automotiva
FGA0120;PRÁTICA DEELETROMAGNETISMO;2;3;0;0;0;0;0;0;1;1;2025-1;FGA;Automotiva
FEF0505;PRÁTICA DESPORTIVA 1;1;1;0;0;0;0;0;0;0;0;2025-1;FEF;Automotiva
EST0023;PROBABILIDADE EESTATÍSTICA;2;3;0;0;0;1;0;0;0;1;2025-1;EST;Automotiva
FGA0157;"PROBABILIDADE E
ESTATÍSTICA APLICADO A ENGENHARIA";2;6;0;0;0;1;0;0;0;1;2025-1;FGA;Automotiva
FGA0190;PROJETO DE ELEMENTOSAUTOMOTIVOS;1;2;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
FGA0267;PROJETO DE ESTRUTURASDE VEICULOS;1;6;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
FGA0228;PROJETO DE SISTEMASAUTOMOTIVOS;1;6;0;1;0;0;0;0;1;2;2025-1;FGA;Automotiva
FGA0303;PROJETO INTEGRADOR DEENGENHARIA 1;2;5;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
FGA0304;PROJETO INTEGRADOR DEENGENHARIA 2;2;6;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
CEM0051;PROMOÇÃO DA SAÚDE 3;1;1;0;0;0;0;0;0;1;1;2025-1;CEM;Automotiva
IQD0126;QUIMICA GERALEXPERIMENTAL;5;8;0;2;0;1;0;0;0;3;2025-1;IQD;Automotiva
IQD0125;QUIMICA GERAL TEORICA;4;12;1;1;0;3;0;0;3;8;2025-1;IQD;Automotiva
FGA0104;QUÍMICA ORGÂNICAAPLICADA À ENGENHARIA;1;1;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
FGA0233;SENSORES ETRANSDUTORES;1;7;0;2;0;0;0;0;0;2;2025-1;FGA;Automotiva
FGA0102;SINAIS E SISTEMAS PARAENGENHARIA;1;4;0;0;0;1;0;0;0;1;2025-1;FGA;Automotiva
FGA0167;SISTEMAS AUTOMOTIVOS;1;4;0;2;0;2;0;0;0;4;2025-1;FGA;Automotiva
FGA0040;SISTEMAS DE CONTROLEAUTOMOTIVO;1;3;0;1;0;0;0;0;1;2;2025-1;FGA;Automotiva
FGA0270;SISTEMAS HIDRÁULICOS EPNEUMÁTICOS;1;3;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
FGA0055;TECNOLOGIAS DEFABRICAÇÃO 1;1;10;1;2;0;0;0;0;0;3;2025-1;FGA;Automotiva
FGA0056;TECNOLOGIAS DEFABRICAÇÃO 2;1;5;0;4;0;0;0;0;0;4;2025-1;FGA;Automotiva
FGA0067;TEORIA DE CIRCUITOSELETRÔNICOS 1;2;13;2;4;0;2;0;0;1;9;2025-1;FGA;Automotiva
FGA0086;TEORIA DE ELETRICIDADEAPLICADA;2;9;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
FGA0119;TEORIA DEELETROMAGNETISMO;2;3;0;0;0;0;0;0;1;1;2025-1;FGA;Automotiva
FGA0078;TEORIA DE MATERIAIS DECONSTRUÇÃO;2;4;0;1;0;0;0;0;1;2;2025-1;FGA;Automotiva
FGA0088;TEORIA DE SISTEMAS DECONVERSÃO DE ENERGIA;1;1;0;0;0;0;0;0;0;0;2025-1;FGA;Automotiva
FGA0214;TÓPICOS ESPECIAIS EMENGENHARIA AUTOMOTIVA;2;14;1;0;0;4;0;0;5;10;2025-1;FGA;Automotiva
DSC0172;"VIGILÂNCIA
EPIDEMIOLÓGICA 
PARTICIPATIVA";1;11;0;3;0;0;0;0;1;4;2025-1;DSC;Automotiva
